source_file,source_line,response_0_sha256,response_1_sha256,stratum,stratum_population_N_h,stratum_sample_n_h,inclusion_probability,design_weight_N_h_over_n_h,within_stratum_draw_order
Alpaca2-7B-train.jsonl,20771,8b6256053bf89200878cc1a92dbbc4c2e72fc759374c9df783e07fe61213aeb8,3821616b100e460c5f1aa78ae43ec0f356e7cd6413aba1e8a927ea0ec7bff3f4,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,11
Alpaca3-8B-train.jsonl,4382,fb2b830de314569bf19d63ba29c365b4722ba655e7d649cf35453bf43b08ab13,802ff7cec5ab5703ccb425611d1cb04b469b230e021f5239de33942ba08642d2,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,12
Alpaca-7B-train.jsonl,13206,f875ca66f17211c77b576afd487b21e28e9453beac3212379bc2def3276c4d20,993f9d370fc67f6e175d03c3d01ab61c5ef18163611d2dd630351db88fb72c7d,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,13
Alpaca-7B-train.jsonl,11650,628a78c8179cb947ea1121c2739b63898bcdee3283863370bef4e6052bd7e761,f0ef564d12e7650fb8cccecb257f2944ee261c96b54fd90618e36951a564f718,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,14
Alpaca-7B-train.jsonl,17219,9d6c7fae7874d31bae261263dd30d9fff3bca6534f7666427eb01f30b589f96f,7fccfbd2461a055d1c391bc306a003b4a83fda83db1ed928e426d7d895a9a201,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,15
Alpaca2-7B-train.jsonl,1363,0efb9b334f19c82e53bb37ac19aef515848bcd5d247e6c02c225533e99d12d9a,0894168d9b520a2ebe43d346b10d1600d380022c2ae0ad6bdfcd48d6f11cb4d0,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,16
Alpaca-7B-train.jsonl,4490,1be9bfcbd51f07014787a9e6d004f008f072bf17ff5c27bfd8a3b1e1038ea052,5724ec756864020fb9ffadbeef228edc19ce21ac89b59dcff24fbc01ca08b3bb,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,17
Alpaca-7B-train.jsonl,22349,1e84710475ada6e18ee7bd4c73f3c026f03d4208b1c40b325156ddf9a1e7925f,43bfdd13ab267c20845e089c4a54a066d57e77ced64a86f543e2d245269b1fcc,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,18
Alpaca-7B-train.jsonl,15003,cd503830b3523b7b876c1be17ebfb83d3e1e65a6c7c5471254ecf5976807026e,133cfa6fc0d2b7b3c0f9154a1255240448f22f897a0f2ccbbed1957ea941db69,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,19
Alpaca-7B-train.jsonl,1753,6618c9349fe70cce1fd1b03ccdbe08602a05b5171bbc8e827824da35b30e669f,3d1ac14bbd07817c843e4d952810e8cb8f5437450d32f8ea6281c716a731f4ef,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,20
Alpaca-7B-train.jsonl,25520,e43dd9d6a6af587a104b1f2dd21adacc02edec66942b478f7d82403eb22f5802,745c6e9affcba496d874d328318549ba39fb103e064002f8b89fbf4fdf81fa31,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,21
Alpaca-7B-train.jsonl,19599,80de3320fbf8b446ff3129f9fe83bcf8e6e19d88349e49f05d7b2f581661b183,6bf42f2e5d000296e1874793116ec6455922d4b55379039ed889c74b14831d06,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,22
Alpaca3-8B-train.jsonl,17041,dbd19fdbc2a73f28b1e22b12fc0921117e29c9162faec66904e50499def9770e,dfd7aefd8edbcd5e5d4ebcd165c6c6fdbcb120a7e1de6443a9c328dcbaf19a35,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,23
Alpaca3-8B-train.jsonl,18401,01405b6da366f180c61c3ff8f8b944656474f1007a63a1da8a916392f0554963,8a7a129e129e62005f134f83eeb6b68998621a20318ac78995fae8f68c660f2c,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,24
Alpaca3-8B-train.jsonl,2868,beb5de3db8fffcb6a2175c4b9ad754bc7be6c7dca510f0c920b18c7f6127fde0,4a70e8fab8dde7f2d89a8d199edb8fedd3767ed073438fed78ededed955b98d4,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,25
Alpaca-7B-train.jsonl,24004,13740236e9e8a7e984f1ea6a6a7d10d4ee48e94cbf686f3789f57ec7ae5efb5e,6fba680b647c102d0f8a34fa48a061bc864b1a6e7ab5bacf25ceff375caf99e5,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,26
Alpaca2-7B-train.jsonl,23820,b23b38da436f6fd39d0ff795b63ed1b8ac40e83851f2e81095acbf831e00a23b,a02b80a490a81a07d7e3415a88e18a69ebb30ed99014d8e94244a439277dc20a,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,27
Alpaca2-7B-train.jsonl,15601,0980ab3856021c26bc54a37c9183a9aa5bcf420c54d1d3cdb3f17effc6808af2,f515436511703c957521b6cdf4715db9c27d27571cbcb45454cf8274a787b7b5,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,28
Alpaca3-8B-train.jsonl,13994,0943ca5173a1e195c3605e68f85d3e0a63c823714b0441f53011cae3c631b58c,84c13be2ad94cc5eefa8f40b786f0a873fb52386c2a06373392549af733f129f,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,29
Alpaca3-8B-train.jsonl,4158,c9c9461abb8d1d86f8f6a9c96253425088752939db51cd584e82d9b6ce1dcd1e,e5382927d9a155b26c1e599395c7598c4fcf1183249dc2aa28d239a835ab2897,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,30
Alpaca3-8B-train.jsonl,14358,b89d8128af1b2bef2d2c406e1c15496a293adb479594b51f17ef3d5edccf9a9f,8d1533120c6e8b950bae597cbff8fcb75ebae7597ddea0d57a05787d89fb08c4,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,31
Alpaca-7B-train.jsonl,5754,2385126b79763c2cc3601ed1cb99d93e9137173b205f21354c62e25e762b58c3,417d825fe62ba702c87878f5596c8ff50da4db119dd2b7b3de309376f6324713,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,32
Alpaca3-8B-train.jsonl,3471,594e2bd9606e19a0b474b2e4d9139868b248288dbcbc019d3b78d58f1847aa88,75ab54206303f7ef27b7710aec68024da9d955de1633cdc873d90342c160153c,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,33
Alpaca2-7B-train.jsonl,13731,d87962da66c8dcd71339e514cfa6615def998aa0df899f13ca1f90275f82518e,bcb90537dabb282d0173610a43065b533e5b1435767b8a5794cfc6fa3135b19a,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,34
Alpaca2-7B-train.jsonl,2998,f81b3d3e84ea9de65f8b8b429fffb65ea9d7e3ded0166f131bb51d828fc61999,9d33d5454dc7acd179881615a3e4c7aaceb43cedb148c797b3f28ec36f23a77c,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,35
Alpaca3-8B-train.jsonl,12082,a93254dd0dd1f747a71f386c6ab9181a0415f368597cf17c1cdf44c1a7183543,7bfed852551d6a96a667e3f221605dc2ddc3e164b759851dbbd4b26112e9d6ed,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,36
Alpaca-7B-train.jsonl,15061,7efbc711786d25bba65bc281780bd06f93426022a6541395b6ffbc20597656bd,6ebd1b97d422b7e5b1f90975460c87723643187f65debbfa85bbde9d8857a4af,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,37
Alpaca-7B-train.jsonl,7687,78d41b863aa8b34e65d5036b4d848234dd8b0165e6b436969ddf4970200a8eb9,b552a7b030f7647d30cd285e8714ea95008772940233b481ad7cbd91d4f12582,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,38
Alpaca2-7B-train.jsonl,12204,ed7adf4bb79fa7d7b2aa05947b5965d6201557820aada77d25b378da9c7f1120,8a812217ae9daf3e749255011cc7efa1ddd6411513ae9d45e839dc8e63363450,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,39
Alpaca2-7B-train.jsonl,20454,4f426716a9ec26665e8919a013ad6ce1c07a6962fed125ee09f284b292761b5b,ebdd895d05be57f3095eb413ab3e8f379c5697672b932f154d1d7d3f74fbf3f0,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,40
Alpaca-7B-train.jsonl,10031,d417d20db37980cc8d6f3d8c49ed5f4ba9771ee68182a5964a2ce17642ff5d7d,1e5f704f954202126bfe012d4f90bf5b3eaee21636b012d07bb729e603f90657,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,41
Alpaca2-7B-train.jsonl,14362,488a37b684d4390daf0620aa5f7577c40621f468bdcb88b836d59447f15ee9a3,8362564e3eab99575eac4eb244222a1b17297e20205b3f5d92be4dbc6c0ef9a1,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,42
Alpaca-7B-train.jsonl,6288,4fd391c59fdae5cc958bc006bf59c6357301f3c81fc74d8f064b9e74fb1843f2,84f836d63eb09c0384a7f023e0fb88063983a7e97ff9e7c5e6e56af5602bee91,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,43
Alpaca-7B-train.jsonl,5249,108982ce5862603b537878f6d8adbc2c15c47bb1247eddb6921d3a597d6c57a3,91135710c26df28893ca56aefbf9ace2ad75eb7524da5db3d94e122809b5dca4,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,44
Alpaca-7B-train.jsonl,13899,bad24c164b3d42bd454e7d38cc35dc31d75715fc028ef7e6477106da03377b04,7bf154969dc10f1073cf11ff3c3a39129a51021184924c299ffb545cb9d3feef,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,45
Alpaca-7B-train.jsonl,12767,727eb248e5a0a9cb527d00bc60c8c6c3a0747466dd210a606dd8b6e32e5eda71,775eb905b97f11b6c6c1a8ed96b36bb4b1aec0a941a71a38c7737e84d1ff2ca5,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,46
Alpaca3-8B-train.jsonl,8839,1d5200f97aad21635fe9b3e7c0455c626ef829cee057faefa4efd99e576365d3,1eff44cd97705fc6df3dbda67c751959623a0ed37a2c06ca8c62ae8d2309a1b7,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,47
Alpaca-7B-train.jsonl,10729,6e117ccb91947c6ef3978ad7db8cce3ea8f552499db7a2d223734c32194f75af,e49d3137e9d6a0927025182ce9f126aae77147cd259d0f50cac0d4b6ed5b6aaf,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,48
Alpaca-7B-train.jsonl,11642,8fee304a10b684e420fbb7ab914bce31e214abde1294639ada900fdfb49e7568,f6104db65efc586e7d61d4b56c07a3c49364d9edf1b57dd7c442aea733e77b1d,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,49
Alpaca-7B-train.jsonl,2585,9ac2555d9697cfb93be2d2d0dc4e62b7879f97ca7e94af90916d0b068ea53b48,f3acc18b2d536bb5df39e7a220cf3b13b44b635fa225e18e93c648b6ff02d744,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,50
Alpaca-7B-train.jsonl,2149,d2a99f13c533900007493854449ebea6870bb9987a0d515ead5c7e36dd7e17f7,1c241b85e2a21c1a2d044b18d1398cf7d545385522e4e43ca51d61aebe1bd032,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,51
Alpaca2-7B-train.jsonl,17072,7a7d6fff12af8fcc8fe237b00d194b571e42928c20c07340e2ac718877d462fd,7312a9e51c506f120f94cb2e09c9ea32985913c892b08ea4798144feebaeb72e,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,52
Alpaca2-7B-train.jsonl,21391,b26bc7d0c51bb75ca154b7848cb8849ef0f0fff406883179f4230aaa67abe729,8e4b15c22d54ee34edc0a320168d4b749051c7932b60cdc190c1a01d04d67ea4,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,53
Alpaca2-7B-train.jsonl,7559,04f5c83ad0ede39f6f247d864cf2f8c0bc8350b428937314ae458f13232201f6,96aef8739da47874ea063d4bc4d3c184a21d485b2083ebfce75cf9654dc0bda2,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,54
Alpaca2-7B-train.jsonl,4797,f1af6ae1125e50d2a58395e005955bb110320cc7f1b1856afef8547d13c96f8c,c43faf06783b26e0391d86ae20818a32785036894d6e49f5d4c112b3faa50c23,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,55
Alpaca2-7B-train.jsonl,8431,2ab923577ec08eb22a154c3eb75a117da8cfdae9474e8f5265e37eae3c23eec5,176f0731e0c47b69972648a1ac1565c5b3b4cb43aeb5ec123447d94e5972ffc3,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,56
Alpaca2-7B-train.jsonl,453,8f1538d6a51118f0c683b44d3c2b8d1ce6e4ddd10ec10e8c45a90d25385b4831,ad3adf6be98965f92dfe9e1108a8c64a1ba26856ade427f9587c1d18622a3ae4,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,57
Alpaca-7B-train.jsonl,1554,571c75f3b363a2556bbef546164cbae55801072d13c49d0e81141c003b046116,730f20ffa95156a01628e1460cb7ca09e9ef2e222547ebc98e710577c72837b3,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,58
Alpaca-7B-train.jsonl,7969,39187ea4f9cccdbd875b495c0e0adf8b17d46ee844c21c878ab0f463d3e5144b,91712ec23d6ac9eccf182b2a6fb6fc50c661284e3f32fdbb22807c9920d16f3f,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,59
Alpaca3-8B-train.jsonl,12383,c4e251f38d60bd758c07a58a9247b52ef1368c3d5fd73e5a4e810bf78d7d1aed,058b9457c5a6fd5f2de09428f4c54dc00fc429f6a1558664bf9f9564e6d1d6de,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,60
Alpaca3-8B-train.jsonl,14457,54fab3f82ab8397383b5c45ad719e1b6832cff90f62c682ba911b0df82e97c59,a402371c34dab4e266517e85909d4e7d4f1b3c5eb163b21f72f5b28611d333f6,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,61
Alpaca3-8B-train.jsonl,14162,213b8911e33091eccdd81835de6deb6caefef94bfa37430a5fa9373a5109bcdb,cb2a881c8d78d76dfe07c6872734c04efe0fe0419fddab2af451f3acac46e04f,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,62
Alpaca2-7B-train.jsonl,24466,6b5a00359adb95f6abdb7500cf60cb236c01b8c7433b526d39460c3db31fba00,3b19bbc94ec4912b016a6a6b91ae6d8c790fb620872bfec386271b9d6fae38ea,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,63
Alpaca-7B-train.jsonl,24820,4de943d364c3e1ca3af641d3eeac31f84f74617f44ea5a8197da0e5235dfefca,19897deb03c124899005469b1116c914a442917559c2118f9b3a9550038489cf,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,64
Alpaca-7B-train.jsonl,8657,75ffe226ea620eb0d96e38b0cb16976c9321c51b7aae810259b28b11b0e63c9e,2af9792f20831331c19e4b165c00257ef3b965af21bcc95922de2860190bbac1,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,65
Alpaca-7B-train.jsonl,7600,dd90b117f80d1622fe25ba57de121e57c6a07a7047a4fff1a3db8e364a7677a0,de4a762f864cc94647db335f37afff5e05eb1367b2fd4c599bf41e8cae603f09,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,66
Alpaca-7B-train.jsonl,9618,9a1bb3f6abc89d5cc9a1fe915c34ac7fb41437df5c09cc7630e2f96b4754187d,d748dda3b9806518f81242bb9878467ff5c4ed2f78de25a3a7ce0bfd0679893b,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,67
Alpaca-7B-train.jsonl,2865,7eed7f64ce19d2828e09cca75666c3ee25f754412c90fd8e9397b38d5e514110,780aa0662a255b7435a830cb5a76eff20b87785c81cdca5272a1273cf05041f3,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,68
Alpaca2-7B-train.jsonl,17014,9b7b9e2a19957c1020ee2d9519728097b533586ad5d6e698185b42075eb8a95e,ae22433ded2947dc30ba4497d2241a1c98e2a3e6054ea4b6fefc283580706b2d,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,69
Alpaca2-7B-train.jsonl,24249,c13d442011c6a79dedd82e06d24697bd64f3571d9a83f8564df4fffe6d7446e5,3cbefe00369ef4c3affb0a428ff7c914de78d826ee73aa78b569d0c8d0762280,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,70
Alpaca2-7B-train.jsonl,20284,3c7ae08d1e6ab8699bdf14d8ec01237a9a8f80f7c05555e0e0f9dc909e821e49,918e8c753549c5dae5b2bd467204d3965d594dd1d1bedfc7b78831410e244e0c,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,71
Alpaca3-8B-train.jsonl,6323,2a3e9072ff04f48f054897703343544c257d70f4cb06e30011e386edde26e08f,adc92be178b7e893579a931ddab0ac8fd452b949316d7380bbfb6c0352ba5a86,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,72
Alpaca3-8B-train.jsonl,1882,86dde1b123221754027bc7fee5c1706061f90ce259aaefb19c2a1d9b99e3612c,65bf14db2ef0a6ef156cae5682d31af2c46d4960599088a45636f5ed18feffdf,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,73
Alpaca-7B-train.jsonl,10198,062d9586c2c6975f8d10c0e8c3ae71bd7e54f4cde258b3a51196c6f82d35d482,133bd824939d25ba9ceaec96c5f264e260b5499dd7e2115da10a631844c92da8,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,74
Alpaca2-7B-train.jsonl,6235,6a42dcd7c249c0dada920e6fa5ebefaaed26daee5dc4d9395f77ce97fcbadc38,7a05b4adaf70537199fc482b1f82e96711308ff1c21b218682426123322566b3,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,75
Alpaca-7B-train.jsonl,19986,a8af473969f6978a9de6abea29335488208b6e7598be6db8dd96cbd154bd4d3e,3137b32ef0db13923e18784d3ddade16beb5876f41a5172662293a3ba5b913d4,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,76
Alpaca2-7B-train.jsonl,17843,729c4e3f7f53f1b4b85bf6af33a33c7b18ffc62d80c233b0d6cb0557abf50097,87a069fac037507139b6ac6d7003b6bb5738f1b4045d50b49ee820f805e32602,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,77
Alpaca2-7B-train.jsonl,7700,dd4ea9bee2e8182abd53d7973e27095ffadebbcb7fab62659a39dd797db3e099,77ff191840bd2a61921ed699a4688e09195ef4b0fc4a405fdf7a61d0792027cb,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,78
Alpaca-7B-train.jsonl,2436,34c6850ec47725e3a0d096992f1d1e9ab3298ad8cfee7f7150c3c370f37ff1a3,813bf54c15e6d266824892ed13fb188dbac84e0ba3068381a9b17bc2d0d0a150,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,79
Alpaca3-8B-train.jsonl,17985,75fa3548643a1ccb49cea235a67e01e30ade9331026bec9adec331d5a1854751,c2838ab164510c6ed8cb9041bc497060c2fe5d8988b03d839acf2d9ab84da8a6,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,80
Alpaca2-7B-train.jsonl,3843,8303aa34ae91fa62cd09ec17032b1c0e2ffd9480626d949359a42b1c5b1608ec,725c4f4f36763d92293d5e5003b68e417f0512f8f4a502bc106506b034954957,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,81
Alpaca-7B-train.jsonl,25168,6de335e646b7f4b53f662c3316c47c8c14b5641984abaccdf0de9400cebad631,9ad3242bc7ac08b9cd1d0e50acf75eeafb55f8db69a4c090e4b75495813fe0da,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,82
Alpaca2-7B-train.jsonl,11233,212bc1f80d80038714bc28f4ce0cbd81b6aeb651abced290974e307657d2d5f2,180917374cc3336ce7e43136fdd96e48bdd5f403a9a238732a8f2181e3b49786,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,83
Alpaca3-8B-train.jsonl,13629,9ab94a1ccb22babeb14cb147bcc2e59b26221829c349bcff1aa5d19294da8b2d,4c165cd622503edd1ccdf90d88fd06dfe082bf02b224fb59a959979f74d8e87a,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,84
Alpaca2-7B-train.jsonl,12758,907f5831dcc7a072dc9502b7fd959f9e1d8849a98239f735c62f545ff95ba1b9,58088b4178a9441f7ebf3c73aa913329b7f79aae4077a16336b0417ea7621de8,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,85
Alpaca2-7B-train.jsonl,21592,56b8809b1ffa07d870207c4c6bbea5b420911138de4acc085955dc362b517388,a8a0c08217377b2181a69fcc76540f15561fe82d8ef2407e93da95d0724d335c,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,86
Alpaca-7B-train.jsonl,18716,242f2843ca572e239d06c051e2cfe7f09a7e129fa22655b20772a5ce3feb63f7,88a7486f9eadb1b363236f36349d15d564a12d0c647f0573d2b4974c4f6740d6,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,87
Alpaca3-8B-train.jsonl,2382,850454d4c2b3559931ba25b0ab47ea74e3e416c6cf6e9a302a6c40e2cc66f86e,74aef7ba2763d6208d6dfd4be5e8aa67492438dac9e8c8632b758e679f3c982e,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,88
Alpaca-7B-train.jsonl,25081,f1c3a5b9c6ec03c67536a2bb8f21dbcb8af14d76af22541afb7efc6f8f6b92a5,454ef59e351803f385fa4ffacfccf61be327d2a4faea50b4ce3af8276276bcdc,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,89
Alpaca-7B-train.jsonl,8366,31dc652af7767f715d2056e8db6f797196e5dd9d7267bd056688b8ce9f608874,429601eb8fc9a7543e270f7bcb5d917489d6ed37ab2dab67a7f679bf2001cf2f,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,90
Alpaca2-7B-train.jsonl,23389,d48a674a197d9162e5e8f2924134f9caa88a27209facd67028b9d9eac67b9caf,1268f71dc2d3c05beeef386372a52b12243e7c1028b6b9bd31337b104d35f689,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,91
Alpaca-7B-train.jsonl,25246,b392cadad75145b907de0428e04150b84c86d32ef8096a276bcb8c11a33244ac,64297f4d3789277a81bdb152a5a27d1856a0e41fa2f77372de7054ab5548b86f,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,92
Alpaca2-7B-train.jsonl,11994,4636e7bbc74bdca6f2490da015393365741e9c689c2b0f9d55866732d73c04aa,45882dec65f2a83d43d827832f5c010aa31477ba2b62d634408e1b2898934e9c,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,93
Alpaca-7B-train.jsonl,23422,2c2ebc5e4be5c5f8c1b991be1d8a67e01d78fa2a791fc824a21f927bb479a692,9beb3b6174e7fdc22426927acdd227a838e9e4bed2764f198a754ebe9bc502be,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,94
Alpaca2-7B-train.jsonl,5388,16e24622bea1c22ffdc10703f58c0c4d7e53695cb2ba07115aaed76638644349,be8e40477ed84f2dff0264083809c6d750372357a2fb077b2bdede5491a846f4,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,95
Alpaca-7B-train.jsonl,5113,517b99eb33f385cb641bfe6957bd43baa47501e1a131ee99b1dc37abfa1c982b,7d387d5f80374dde7f6f16f981388fa1147fe9527db382696903f867221beba6,L1_no_recorded_safety_field_difference,44325,1000,0.022560631697687534,44.325,96
